User_ID,Card_ID
0,6504876475938248
1,4948924115781567
2,348778408016097
3,30535139332877
4,5358714841858395
5,180071965934238
6,4947112201868487
7,4969477515912
8,30533041352562
9,502023098911
10,502039916155
11,5290321730086913
12,4314562087091634574
13,3530225841972074
14,4984564280715084
15,4375945992466109350
16,4376960696027146
17,3578789007547064
18,4206650300899
19,2231934421761047
20,30142851240006
21,4855909776588
22,4694022455515905
23,572294568249
24,2530428146546112
25,180075517176040
26,342961113306013
27,6577936153492637
28,341087317643034
29,3513765821972967
30,4875773893055505
31,213149269471189
32,502032040755
33,4758688091891638
34,4769930024894517441
35,6560223450076275
36,3525609767017203
37,676292518534
38,6510979519426410
39,213106753751005
40,30408993318863
41,180012696116117
42,6011076607541517
43,2280552035192308
44,4045093227172
45,372035574485294
46,5489426223583325
47,4602906112648629647
48,4137580660657353
49,4121418927626623755
50,213157173407975
51,564148926715
52,4386401400468969
53,30145439101442
54,180018321644829
55,3581686447592210
56,3566972845763770
57,3570742709305768
58,676111605017
59,3544329431675628
60,376272852327569
61,6563373906031254
62,060423949183
63,4670886977473540007
64,4040216396837359
65,3591558754080352
66,2238533444864755
67,3504810777067775
68,5313126379168606
69,4732455618498342
70,38844301912637
71,4088601641955
72,4331845357495
73,4088559026228124
74,4933236599278
75,2720089577403825
76,4785142963546034
77,583573452401
78,342507003003515
79,586237625429
80,4660648870916623
81,676129821531
82,4028216919729907
83,4600715427385265479
84,6011484870898400
85,36165700404949
86,4885643195398523
87,4090925544576961
88,4290725074931869
89,4821291889664440640
90,4536208296570869308
91,343570393426190
92,30378132716642
93,4595140704366660978
94,349450678201952
95,341318705056244
96,6011926480222702
97,3586259118243458
98,3548727820928050
99,2237937825278082
100,2650116959756852
101,4250220593060463
102,676225160750
103,3549762074361517
104,5150269057877100
105,180040811551702
106,4006528222239507
107,36033452353260
108,30592690290622
109,4058000199226062
110,6532583861269511
111,6537636376914487
112,349973409561808
113,4066617972257624
114,3581552578034291
115,376048606463524
116,4952069671168826
117,4323082759451644
118,4858268436567844
119,6512209981399814
120,4610015751759473286
121,213182028693769
122,4926279061965387077
123,3548786742385245
124,3571176968147315
125,4512029830068971784
126,371033744307580
127,341496356234375
128,4469216587355643
129,374174172532575
130,4667879936849
131,30358017563608
132,3561435212503000
133,6011219931730899
134,6011823366706363
135,676240955572
136,4981411402926392
137,4368818171877270
138,180026461985373
139,4760708673632
140,4723745792813481020
141,345927636732602
142,345288996297938
143,3503795830002375
144,4186457325857670
145,4712312678350067
146,4699683028745
147,6011197036954103
148,4985274197431
149,6585394102599716
150,180065601692200
151,2330446154593885
152,588802704522
153,349861491819277
154,676135183231
155,6011975245833758
156,4801545019041240
157,4716886119756
158,4364000415584038
159,3549066493458775
160,3565280376031414
161,4705861837446678
162,3528533234228481
163,503836238298
164,4384073062686360
165,180012180103670
166,4656412933008175
167,4298409255540
168,180020739657476
169,4455966968493365
170,4828298887548
171,6578034710391408
172,4925940009248
173,4755196102094
174,180053635227292
175,3593006902816457
176,4052547795417210
177,180086976296211
178,3527416441588106
179,676202166705
180,341693036009629
181,180066807828234
182,3519744436008107
183,4228215052591155
184,4757788115765
185,6586813268521221
186,630491184945
187,376959785380653
188,343917156938087
189,213109505254773
190,6011375207826496
191,30307992975956
192,6011866356433431
193,180073959253245
194,213189177329590
195,4873464835657
196,3503392871484769
197,370105249874867
198,30531118098597
199,2713001419629987
200,4422932234745
201,4312623905872416
202,3593023906227805
203,180032757343152
204,30458943486120
205,6011918272648327
206,3547568056682891
207,4497896373611865
208,2672033319661835
209,213137131829387
210,3596479055303739
211,213102377194466
212,371917599132632
213,675942852186
214,371533486660278
215,2262839752929646
216,3512278620479151
217,4173800917494862
218,4198273032922996
219,4141497949601272
220,585466043312
221,3538375046988250
222,3534174344152709
223,6504896799832042
224,2294377486297420
225,3535410645935627
226,4357725666591188
227,30210867361601
228,4924481850201556
229,30335974827606
230,5115348184118945
231,3531272274279089
232,6011114163463790
233,180026096934580
234,377454223750575
235,3530178236958200
236,36775039317214
237,3594316087503948
238,6584101566634769
239,213164726669945
240,30546925067742
241,2245360952271129
242,3532086624674800
243,4211744460945710
244,639043748362
245,2300150440009021
246,3571920821119130
247,2561177828125685
248,4808316585898642
249,4296545850000
250,4322177244202551
251,4872453193565
252,2256850536068427
253,4415604324581273992
254,3564040092526399
255,213108378799559
256,340652736903979
257,6522667341290429
258,5542648658677141
259,3544469807883644
260,3500681400768582
261,38879290953465
262,2241297275727474
263,340584689142828
264,4530077198027921
265,3514527505119144
266,4952076631647674
267,6011636341275548
268,30532725372185
269,3552152451165547
270,343422827318413
271,630416772204
272,5516914199134626
273,180045264221380
274,371586470252734
275,4276153152337
276,3575978440992432
277,213147210788891
278,3565953572807205
279,2700210543103257
280,6563609390706236
281,2712544758675484
282,4856564037466227320
283,3514882927173629
284,5280119229355118
285,6525983939979415
286,4132244527581166
287,501835635696
288,2271797436055213
289,180070922895714
290,6574060712454922
291,38095260429218
292,6582652859211311
293,4306545947803
294,4637089653954224312
295,372449260126619
296,2713813578912297
297,3574380710093275
298,4849912580954835
299,3509651545149254
300,060409606369
301,3540297810012669
302,3538100664260562
303,213185930678034
304,372933031455423
305,4406197263662872
306,3509833867391819
307,4405129892864059
308,4837946039435149
309,30540415435337
310,4618425608085
311,6011438411868520
312,4442743893173560
313,4127582176759472401
314,6011792116341690
315,4906685332118924573
316,213162992520529
317,2659318178974594
318,2230648539541726
319,676317454707
320,373555630698464
321,3581506212084351
322,4365401746329
323,3502029015033745
324,4857980323312109811
325,3577609858329480
326,4980799364841594843
327,38194516501597
328,2703900047180739
329,4436977450999415126
330,6545493287747113
331,4804555065247085
332,180054951507929
333,374707235310677
334,6011500743271689
335,571200468940
336,2277954530837806
337,4508318308523971
338,180062742054549
339,4001295920080
340,4122826605459034
341,3555519551635941
342,4829281599891923
343,377472665152423
344,371554526332975
345,3593052076910643
346,3560936977966606
347,4251897296324075758
348,213149072435041
349,3530396249832697
350,4579209665424743
351,6011732770638460
352,2264223422539929
353,502024944204
354,4164598841880056978
355,341661948520025
356,6505589968119833
357,4862010536919
358,6011511243236635
359,4846381955485
360,4939091461017
361,371941349116729
362,342320907788367
363,4915241773741
364,30372939656465
365,4987139594047362
366,4950506098005
367,630494750866
368,2340500519081982
369,569964112126
370,213137946308874
371,2242671331267643
372,3580862792046976
373,4965831488354385
374,6546553144313687
375,4367348561977127
376,4844066309206657
377,6504799010298326
378,3562847314293323
379,060407448061
380,30202086515075
381,3546067723188185
382,4543905419920
383,2407546208226347
384,3503095479448553
385,4781122563845543
386,213181619671176
387,4626805644219782
388,348037862880344
389,213140854620397
390,4740066802156346857
391,3515306645383996
392,3573342273013661
393,6011294409347617
394,3517539901573441
395,3501963737868726
396,4871652199579372
397,4024484690717475
398,4791436757275145
399,4928412089878746
400,4654600036106795
401,4402790104271
402,4338007752109009
403,4640741821558381
404,4884832251146683
405,4156120680949530000
406,565114470166
407,4499128155454
408,502064540276
409,343165812293816
410,4053799378173595596
411,3561566532566846
412,3531632305611982
413,3552257654456278
414,4726855102553148
415,341789307713137
416,4550440590529
417,6011682778505015
418,38038016162790
419,3596080932927276
420,4808776475990
421,213129077746303
422,060456739907
423,213195324882696
424,2256319562687146
425,6556564037531506
426,6539636510341348
427,2232396542387020
428,30104743882544
429,4564577629734663
430,30057505757116
431,3549657157680686
432,345097896304888
433,4186180455076
434,4890999647498342
435,4373345395216336
436,3562749114300516
437,30447643858910
438,4651829799685488
439,4121403856851896
440,3503860669883111
441,378437729948875
442,340557284017272
443,4822913827018559
444,6531679981999747
445,588718419504
446,3542573658055970
447,4699566732702
448,4702128311633
449,213126216583704
450,5438118191024794
451,213144999354276
452,4332967609290417
453,630402341303
454,3566734157659008
455,2719773780430351
456,3506533350910132
457,348643277739189
458,213115921464326
459,2243440128742112
460,4327379715686
461,4699292658833539
462,3506970853520572
463,2709649823071372
464,4409541090702104411
465,5339905599708972
466,3549035552636001
467,4429064300927923957
468,4818734405949434588
469,4671163234587796386
470,30513974910016
471,4865811747704886
472,30597283079332
473,3504165652967262
474,4057715492403842
475,4171875248103358257
476,344380644641004
477,3538082994229709
478,4948351332248743
479,30435327728368
480,6535472667639043
481,3579069920094216
482,575046166535
483,3529765782914794
484,5548385695157019
485,4442325583390835
486,180052677378641
487,4876945112372
488,213107287203232
489,3555745955146173
490,3595611028953015
491,213146645703459
492,6501105920494935
493,4833297621465548
494,4530625123827490
495,675978286192
496,3576858300496238
497,4982203190397
498,5303323568615917
499,371850104402150
500,372763311627981
501,30201072359019
502,180024561604846
503,6574007210343180
504,4846477996336
505,4352430866853240
506,5505021811012694
507,4713998803209744999
508,4512182720904316
509,4773498674739861663
510,4593081065336
511,371076446946924
512,4012059587636055
513,4799694991242899
514,3542914646907387
515,4098416565963500194
516,180016535555252
517,344544269639136
518,4242400355170427338
519,341477465982112
520,4418948276354451
521,4314665711832736
522,3540205749452096
523,4077167107634297713
524,4684777594111138
525,3571970822685258
526,4762152712501443
527,4936780469145886440
528,2434703010562404
529,5447426454669844
530,3563274219224445
531,2271031958049762
532,2225339520003101
533,30143856238896
534,4630899697269889
535,4292592965966430
536,6596837109780553
537,379498101424314
538,2713046418900236
539,2329951337918381
540,30279532147802
541,6011679260808386
542,3502181326531634
543,3537964524465336
544,3562643205590434
545,30202835763828
546,4892090620396378
547,639068814701
548,370722957501399
549,4164315357868336
550,6011770730334986
551,4796620011791139
552,6540989788515409
553,4065079523289924777
554,4421321477502358
555,3500429074591645
556,375655384730048
557,349974630284269
558,4051955859383408252
559,3594536586556648
560,4415728781432
561,4458058025719367
562,4400958945089099
563,6011774260336114
564,4152611312338512
565,213143834139736
566,2715094230879855
567,3562958827137574
568,3542074019058761
569,3513056458952526
570,2281456159268440
571,349013715347269
572,4888727277859804
573,4156769860954
574,4429271959938962
575,349897816645799
576,4671277723215293
577,213198733867209
578,3548107460470871
579,30576849011336
580,4582863381052
581,503846702598
582,2262667759235596
583,4655862714630871
584,4004900938554
585,348940201851944
586,4939068566671801
587,30415175866189
588,3526650092527499
589,30541527076456
590,4539813642066
591,3597296438459569
592,3516303758383771
593,4224520998628
594,6504754696816743
595,4649799765599
596,4497283417241258
597,180090892634091
598,345513186069437
599,4583386260441076
600,4506090390213866518
601,2245122837899163
602,3585486719061549
603,213105213580582
604,4511015766753
605,342718526507698
606,4773599093813192
607,4734991070020727
608,4203280312808
609,4879078640722
610,30313705616267
611,3542684816150874
612,4977578830533446644
613,4032973887709870093
614,2249183269423498
615,3544243863308246
616,3534308917483055
617,6578564484594001
618,346597758220691
619,4234479434087
620,4955937174366062
621,630417350273
622,180068022371016
623,213108515037814
624,3544037235007589
625,6011080281378881
626,4370202737154
627,4979331467624498
628,4333701651705770496
629,4329844811668158
630,4467766641288893
631,3505268405000354
632,4303992588461
633,2526905297500432
634,213169797335797
635,378464479100465
636,180030698057352
637,180099003767443
638,3504113895327613
639,341211676257083
640,3545932689441681
641,4145396510703143
642,4946041963853273
643,2706182817325292
644,060446603817
645,30237706143965
646,4116340158393
647,630402121754
648,4416545981338
649,6529133464600665
650,4610190400689827115
651,3563330113375855
652,3590666976520336
653,6527488065306522
654,2245655239361696
655,213140294558595
656,6525135530581542
657,3514274418192914
658,2703902851129257
659,4874380435367546
660,676224344231
661,348117591342046
662,501814456627
663,4967549717616147
664,30426929632280
665,2243544778905448
666,6590460313483066
667,2718314196617108
668,4573345322737225403
669,4178836378051648
670,3575312106159518
671,4548182562205432
672,4708481903296
673,6011276787587716
674,4631151666357058240
675,4202845694633575201
676,4438961677661034033
677,3526236980200926
678,4496311043880581855
679,4777899799737
680,3588090069673056
681,630493791911
682,4243026835026761644
683,573269253809
684,376031527818174
685,180070282737266
686,4723712691367448113
687,3566325104351235
688,180004019691686
689,213191131699902
690,6596078457040445
691,4438133761088
692,4126883773314299
693,630444884898
694,4648561917125511
695,6562484908482733
696,6011349419729418
697,342265501255604
698,349959527198722
699,3567847365076291
700,4313296075457100541
701,6011639191490647
702,3562569918654516
703,3573317209250439
704,4857919950051166
705,36954999034388
706,060487080016
707,4778162872572177
708,675969107910
709,2712729010655156
710,6591031270768291
711,4261188339011099
712,345152539088719
713,3595728275202456
714,344964590742435
715,675947015391
716,4636124142829763
717,6538116547665671
718,6011014580545718
719,3509163043416649
720,5134801894233344
721,5337107256657293
722,4363148194763637
723,2301554229031404
724,4696517916798
725,502027643647
726,4170422623162320
727,30599106064459
728,3535150386191812
729,3506098661537206
730,2238284973267149
731,4188659112437933738
732,3534648834979929
733,4305176270073390
734,213160373888655
735,180010731387248
736,4988050429185682
737,30411753018681
738,3595675467168435
739,4257574407559
740,3550231562316959
741,4260921070383755688
742,379314420354720
743,4898126660794611
744,4856928459686456
745,4604976321362496
746,180034433853091
747,4978486651025113461
748,3506051743576700
749,4175949393913540372
750,6558272189435546
751,2381863422321345
752,4816499511618207939
753,4649667124117743
754,30583427061238
755,4778558997543086
756,3512752986712728
757,2347085860849495
758,3592424779740711
759,4103603631834883
760,3596211969349015
761,38596003818021
762,373034212510091
763,2254697525198331
764,213129422490334
765,3564483022360978
766,2318056311872282
767,6548095695355863
768,30375966326332
769,4006871504935
770,4148010246166
771,4028499243084
772,370109518576641
773,4390726448492681908
774,4743178298225507
775,38312936270623
776,4608902874482
777,180019003950286
778,3591855855495780
779,4055613278746
780,180082034517268
781,213131821463888
782,2271092202224239
783,3592556898295844
784,4712425743076044
785,4935324152993
786,5418193638511988
787,3585969637011076
788,3514112338071331
789,30392333231327
790,30184752224499
791,4322007272155631437
792,4179740650433137
793,4711964984998764
794,3592370195216176
795,4208382196225456
796,6011428996132384
797,370963459729381
798,502089860451
799,501876636959
800,4455152159836015
801,3526231733620686
802,676201729974
803,503847848358
804,3581198165883011
805,36784942202240
806,589662026196
807,379582207230533
808,30493134328047
809,2569958930844145
810,3508612332586364
811,6553445201673352
812,3525259363370604
813,345140904773056
814,6511613286309413
815,3544201631367001
816,3543191984176532
817,180050606889902
818,501834304138
819,6011485769500197
820,4682766494045255759
821,36275423997267
822,639007238376
823,36261808548859
824,4531701505619216
825,6516626165962537
826,6531350766687622
827,30542983216271
828,4462202311457282
829,2493666298961234
830,36604268721880
831,4786942486604809
832,3530781999508920
833,4654039841390
834,346514451850989
835,4717700262103668053
836,3527093694267074
837,30108952557523
838,6520650987872124
839,6011593050188588
840,348645961125955
841,6011618142862633
842,4184980661325123751
843,180047470017495
844,4915336465950772538
845,3556544787956100
846,573398221784
847,379555774506006
848,180038826626428
849,4293698801476432
850,4055441051003236
851,6011498260832704
852,4565755808983363
853,4600964730667063
854,4607321115105
855,2702427333595140
856,4111634824763795
857,4602589413042991
858,4354017800180329055
859,4019518288530043
860,38006856213833
861,30281172092348
862,3537954216087308
863,676361997858
864,4553003553875524
865,4953656555000692
866,180088233431904
867,38464666518042
868,4969758884869317142
869,30225459493398
870,6011310191127403
871,3562194499731912
872,3514283633917930
873,3581969615816029
874,4067685923196976
875,3561994502104986
876,349831777308345
877,345613288969169
878,30020281879579
879,4396549487836646955
880,4372033683615
881,630467299628
882,3521108483040940
883,3542469404372704
884,6514507489021378
885,4489602470768
886,180009435988822
887,180029755988558
888,3552991906079385
889,6546395709741070
890,180095406186504
891,3551880491870889
892,4578000466681
893,4403275736513097
894,060473152274
895,4013767970617915620
896,4563164630310956
897,30350422940349
898,579419166874
899,371929490286839
900,6011629197588940
901,4099665475915637
902,4095583935289
903,6011673676940297
904,6011969326579026
905,30515309406495
906,345188086167837
907,4086878899630303
908,4867566167473094689
909,4156780673022
910,213183748731384
911,3553878542148444
912,6011779659981693
913,4404811372635745278
914,4209468208668038
915,376654375495298
916,501842016922
917,4143425382390366
918,579775577813
919,4401800917578574793
920,346602799348947
921,4559762881861
922,30193496316933
923,30394046654035
924,4315027508810467687
925,30210996538459
926,180097820743530
927,30597059754944
928,30588118294972
929,4123523846381470855
930,4873360224108468
931,639000233044
932,180060819593290
933,4175052623374
934,180087078684635
935,3591640010120428
936,676238270547
937,30385695713916
938,30034165864953
939,2720889013706933
940,4505105283547
941,568397187481
942,4499307567278139
943,375965881884259
944,3572412514800712
945,588068840739
946,4803552826071970
947,3502428339623597
948,30025611965782
949,3515075482416181
950,2712132396440709
951,4701285964291
952,213155424285232
953,4072460986126119
954,4424726346834
955,502075366018
956,348357371355673
957,4816649578833
958,4531592143106859624
959,213140387061838
960,4732522526858
961,376276275290072
962,4109773392934806085
963,4631595393871106
964,4876721494728292
965,3548687578972769
966,3569290332387855
967,4966538691354982
968,6011307545264684
969,4690734942316317
970,6534898620789619
971,30288266080451
972,371345422932475
973,6520505139024034
974,213110207922444
975,4819505910546
976,4228471175424514555
977,6011229604065366
978,4273560036735354941
979,6521860648118937
980,4959990671270382
981,4751492719913
982,3528588598612571
983,4780902628968
984,4143237273030401
985,213158378315435
986,4165974420900
987,213165706462375
988,502028479579
989,4399866546267643432
990,3520568238630116
991,3510649922293577
992,3557524358073294
993,6011809114585811
994,6011928743591964
995,639017972618
996,4025854973979371141
997,4531957258932
998,30253136727400
999,562395337479
